645.0267065	0.896484375
645.1969535	0.905273438
645.3672004	0.920898438
645.5374474	0.94140625
645.7076944	0.963867188
645.8779414	0.994140625
646.0481884	1.020507813
646.2184354	1.049804688
646.3886824	1.081054688
646.5589294	1.1015625
646.7291764	1.118164063
646.8994234	1.138671875
647.0696704	1.16015625
647.2399174	1.181640625
647.4101644	1.21484375
647.5804114	1.233398438
647.7506584	1.248046875
647.9209054	1.272460938
648.0911524	1.291015625
648.2613994	1.319335938
648.4316464	1.344726563
648.6018934	1.36328125
648.7721404	1.38671875
648.9423874	1.416015625
649.1126343	1.432617188
649.2828813	1.452148438
649.4531283	1.484375
649.6233753	1.51171875
649.7936223	1.533203125
649.9638693	1.544921875
650.1341163	1.55078125
650.3043633	1.557617188
650.4746103	1.564453125
650.6448573	1.575195313
650.8151043	1.587890625
650.9853513	1.60546875
651.1555983	1.61328125
651.3258453	1.629882813
651.4960923	1.663085938
651.6663393	1.676757813
651.8365863	1.688476563
652.0068333	1.697265625
652.1770803	1.703125
652.3473273	1.709960938
652.5175743	1.713867188
652.6878213	1.733398438
652.8580682	1.737304688
653.0283152	1.735351563
653.1985622	1.735351563
653.3688092	1.736328125
653.5390562	1.74609375
653.7093032	1.75
653.8795502	1.75
654.0497972	1.754882813
654.2200442	1.771484375
654.3902912	1.793945313
654.5605382	1.817382813
654.7307852	1.829101563
654.9010322	1.833007813
655.0712792	1.8359375
655.2415262	1.826171875
655.4117732	1.833984375
655.5820202	1.83984375
655.7522672	1.833984375
655.9225142	1.838867188
656.0927612	1.848632813
656.2630082	1.868164063
656.4332552	1.88671875
656.6035021	1.90234375
656.7737491	1.922851563
656.9439961	1.924804688
657.1142431	1.948242188
657.2844901	1.96484375
657.4547371	1.9765625
657.6249841	1.987304688
657.7952311	1.997070313
657.9654781	2.004882813
658.1357251	2.014648438
658.3059721	2.028320313
658.4762191	2.043945313
658.6464661	2.057617188
658.8167131	2.068359375
658.9869601	2.092773438
659.1572071	2.131835938
659.3274541	2.16796875
659.4977011	2.204101563
659.6679481	2.2265625
659.8381951	2.240234375
660.0084421	2.25390625
660.1786891	2.270507813
660.348936	2.287109375
660.519183	2.302734375
660.68943	2.310546875
660.859677	2.329101563
661.029924	2.346679688
661.200171	2.385742188
661.370418	2.423828125
661.540665	2.458984375
661.710912	2.489257813
661.881159	2.517578125
662.051406	2.543945313
662.221653	2.581054688
662.3919	2.61328125
662.562147	2.645507813
662.732394	2.685546875
662.902641	2.723632813
663.072888	2.752929688
663.243135	2.772460938
663.413382	2.78125
663.583629	2.799804688
663.753876	2.83203125
663.924123	2.879882813
664.09437	2.92578125
664.2646169	2.97265625
664.4348639	3.012695313
664.6051109	3.045898438
664.7753579	3.083007813
664.9456049	3.120117188
665.1158519	3.15234375
665.2860989	3.188476563
665.4563459	3.208007813
665.6265929	3.2265625
665.7968399	3.259765625
665.9670869	3.295898438
666.1373339	3.33984375
666.3075809	3.388671875
666.4778279	3.432617188
666.6480749	3.467773438
666.8183219	3.486328125
666.9885689	3.504882813
667.1588159	3.522460938
667.3290629	3.546875
667.4993099	3.57421875
667.6695569	3.612304688
667.8398039	3.634765625
668.0100508	3.641601563
668.1802978	3.6328125
668.3505448	3.640625
668.5207918	3.65625
668.6910388	3.66796875
668.8612858	3.69140625
669.0315328	3.717773438
669.2017798	3.743164063
669.3720268	3.764648438
669.5422738	3.779296875
669.7125208	3.784179688
669.8827678	3.784179688
670.0530148	3.788085938
670.2232618	3.802734375
670.3935088	3.815429688
670.5637558	3.8203125
670.7340028	3.811523438
670.9042498	3.81640625
671.0744968	3.819335938
671.2447438	3.821289063
671.4149908	3.8359375
671.5852378	3.846679688
671.7554847	3.861328125
671.9257317	3.860351563
672.0959787	3.854492188
672.2662257	3.846679688
672.4364727	3.860351563
672.6067197	3.868164063
672.7769667	3.8671875
672.9472137	3.881835938
673.1174607	3.89453125
673.2877077	3.892578125
673.4579547	3.900390625
673.6282017	3.927734375
673.7984487	3.940429688
673.9686957	3.959960938
674.1389427	3.989257813
674.3091897	4.014648438
674.4794367	4.028320313
674.6496837	4.040039063
674.8199307	4.053710938
674.9901777	4.080078125
675.1604247	4.103515625
675.3306717	4.14453125
675.5009186	4.177734375
675.6711656	4.198242188
675.8414126	4.219726563
676.0116596	4.241210938
676.1819066	4.28125
676.3521536	4.328125
676.5224006	4.3828125
676.6926476	4.424804688
676.8628946	4.46875
677.0331416	4.509765625
677.2033886	4.537109375
677.3736356	4.561523438
677.5438826	4.5859375
677.7141296	4.616210938
677.8843766	4.635742188
678.0546236	4.670898438
678.2248706	4.708984375
678.3951176	4.731445313
678.5653646	4.763671875
678.7356116	4.80078125
678.9058586	4.846679688
679.0761056	4.893554688
679.2463526	4.924804688
679.4165995	4.96875
679.5868465	5.009765625
679.7570935	5.047851563
679.9273405	5.080078125
680.0975875	5.125
680.2678345	5.170898438
680.4380815	5.202148438
680.6083285	5.255859375
680.7785755	5.310546875
680.9488225	5.3515625
681.1190695	5.388671875
681.2893165	5.436523438
681.4595635	5.491210938
681.6298105	5.551757813
681.8000575	5.610351563
681.9703045	5.662109375
682.1405515	5.717773438
682.3107985	5.780273438
682.4810455	5.84375
682.6512925	5.895507813
682.8215395	5.9375
682.9917865	5.989257813
683.1620334	6.0390625
683.3322804	6.094726563
683.5025274	6.162109375
683.6727744	6.208007813
683.8430214	6.250976563
684.0132684	6.293945313
684.1835154	6.358398438
684.3537624	6.416992188
684.5240094	6.475585938
684.6942564	6.548828125
684.8645034	6.606445313
685.0347504	6.66015625
